EMP_Id,Gender,Age_at_recruitment,Education_Level,Marital_Status_at_recruitment,Have_Children_at_recruitment,Work_Location,Office_Distance,Prior_Experience,No_of_Previous Employers,Interview result,Final test results, Initial Salary ,Direct_Indirect,Department,Religion,Meal Apply,JOB Grade,Last/Current Salary,Age,Marital_Status,Have_Children,Leaving Reason, Service Months ,Status_2021
412481,F,37,Secondary,MARRIED,HAVE CHILDREN,PAN,14,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,37,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412483,M,19,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,5,5,20500,INDIRECT,CUTTING,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412485,F,22,Secondary,SINGLE,NO CHILDEREN,PAN,16,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,22,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412487,F,34,Secondary,MARRIED,HAVE CHILDREN,PAN,17,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,34,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412488,M,23,Secondary,SINGLE,NO CHILDEREN,PAN,15,2,1,5,5,20600,INDIRECT,CUTTING,BUDDHISM,YES,D,20600,23,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412490,F,18,Secondary,SINGLE,NO CHILDEREN,PAN,16,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412494,F,20,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
412495,F,32,O/L,MARRIED,HAVE CHILDREN,PAN,20,9,3,3,4,24450,DIRECT,PRODUCTION,HINDUISM,YES,C,24950,32,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
412498,F,27,O/L,MARRIED,HAVE CHILDREN,PAN,13,4,1,3,4,24200,DIRECT,PRODUCTION,BUDDHISM,YES,C,24700,27,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
412500,F,18,Secondary,SINGLE,NO CHILDEREN,PAN,14,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
412501,M,27,O/L,SINGLE,NO CHILDEREN,PAN,15,5,2,3,3,26250,DIRECT,PRODUCTION,BUDDHISM,YES,B,27250,27,SINGLE,NO CHILDEREN, -   ,1,Active
412503,F,24,Secondary,MARRIED,HAVE CHILDREN,PAN,14,0,0,4,5,20500,INDIRECT,FINISHING,ISLAM,YES,D,20500,24,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
412513,F,33,O/L,MARRIED,HAVE CHILDREN,PAN,15,13,4,1,1,30650,DIRECT,PRODUCTION,BUDDHISM,YES,A,33650,34,MARRIED,HAVE CHILDREN, -   ,9,Active
412525,F,19,O/L,SINGLE,NO CHILDEREN,PAN,16,0,0,5,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
412528,M,26,O/L,MARRIED,HAVE CHILDREN,PAN,17,6,2,1,1,30300,DIRECT,PRODUCTION,HINDUISM,YES,A,32300,26,MARRIED,HAVE CHILDREN, -   ,6,Active
412541,F,37,O/L,MARRIED,HAVE CHILDREN,PAN,20,14,4,3,4,24700,DIRECT,PRODUCTION,BUDDHISM,YES,C,26200,38,MARRIED,HAVE CHILDREN, -   ,11,Active
412552,F,32,O/L,MARRIED,HAVE CHILDREN,PAN,11,10,3,3,3,26500,DIRECT,PRODUCTION,BUDDHISM,YES,B,27500,32,MARRIED,HAVE CHILDREN, -   ,6,Active
412557,M,22,O/L,SINGLE,NO CHILDEREN,PAN,16,1,1,3,3,26050,INDIRECT,FINISHING,HINDUISM,YES,B,28050,23,SINGLE,NO CHILDEREN, -   ,10,Active
412558,M,19,Secondary,SINGLE,NO CHILDEREN,PAN,14,0,0,5,5,20500,INDIRECT,FINISHING,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),4,Inactive
412561,M,19,O/L,SINGLE,NO CHILDEREN,PAN,15,0,0,5,4,24000,INDIRECT,FINISHING,BUDDHISM,YES,C,25500,20,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,10,Inactive
412566,M,22,Secondary,SINGLE,NO CHILDEREN,PAN,16,1,2,5,5,20550,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20550,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
412570,F,19,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,4,5,20500,INDIRECT,FINISHING,BUDDHISM,YES,D,20500,19,MARRIED,NO CHILDEREN,DUE TO MARRIAGE,4,Inactive
412572,M,38,O/L,MARRIED,HAVE CHILDREN,PAN,15,18,6,1,1,30900,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,A,32900,38,MARRIED,HAVE CHILDREN, -   ,6,Active
412614,F,28,O/L,MARRIED,HAVE CHILDREN,PAN,16,6,2,3,2,28800,DIRECT,PRODUCTION,BUDDHISM,YES,B,30800,29,MARRIED,HAVE CHILDREN, -   ,9,Active
412625,F,17,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,C,21000,17,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,4,Inactive
412627,F,38,O/L,MARRIED,HAVE CHILDREN,PAN,20,18,5,2,1,30900,DIRECT,PRODUCTION,HINDUISM,YES,A+,35400,39,MARRIED,HAVE CHILDREN, -   ,7,Active
412637,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,13,0,0,5,5,20500,INDIRECT,FINISHING,HINDUISM,YES,C,22000,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),7,Inactive
412640,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,14,0,0,5,5,20500,INDIRECT,FINISHING,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
412650,F,31,Secondary,MARRIED,HAVE CHILDREN,PAN,15,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,31,MARRIED,HAVE CHILDREN, -   ,2,Active
412651,M,21,O/L,SINGLE,NO CHILDEREN,PAN,14,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,21,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,2,Inactive
412652,M,20,O/L,SINGLE,NO CHILDEREN,PAN,15,0,0,5,4,24000,INDIRECT,WAREHOUSE,HINDUISM,YES,C,25500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),7,Inactive
412663,F,19,Secondary,MARRIED,NO CHILDEREN,PAN,16,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,MARRIED,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
412665,F,35,O/L,MARRIED,HAVE CHILDREN,PAN,17,12,3,3,4,24600,DIRECT,PRODUCTION,BUDDHISM,YES,C,25100,35,MARRIED,HAVE CHILDREN, -   ,1,Active
412666,F,20,O/L,MARRIED,NO CHILDEREN,PAN,20,0,0,5,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,C,26500,20,MARRIED,NO CHILDEREN, -   ,4,Active
412669,F,22,O/L,MARRIED,HAVE CHILDREN,PAN,11,1,1,3,2,28550,DIRECT,PRODUCTION,HINDUISM,YES,B,30550,23,MARRIED,HAVE CHILDREN, -   ,7,Active
412675,F,27,O/L,MARRIED,HAVE CHILDREN,PAN,16,4,1,3,3,26200,DIRECT,PRODUCTION,BUDDHISM,YES,C,27700,28,MARRIED,HAVE CHILDREN, -   ,5,Active
412680,F,19,O/L,MARRIED,NO CHILDEREN,PAN,14,0,0,4,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,C,26500,19,MARRIED,NO CHILDEREN, -   ,1,Active
412681,F,22,O/L,MARRIED,HAVE CHILDREN,PAN,15,0,0,4,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,C,27500,23,MARRIED,HAVE CHILDREN, -   ,5,Active
412682,M,21,O/L,SINGLE,NO CHILDEREN,PAN,16,0,0,3,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,B,28000,22,SINGLE,NO CHILDEREN, -   ,8,Active
412687,F,23,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,23,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
412690,F,17,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,C,22000,18,SINGLE,NO CHILDEREN,RESIDENCIAL RELOCATION,6,Inactive
412694,F,24,Secondary,MARRIED,HAVE CHILDREN,PAN,16,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,24,MARRIED,HAVE CHILDREN, -   ,1,Active
412696,F,24,O/L,MARRIED,HAVE CHILDREN,PAN,17,2,1,2,1,30100,DIRECT,PRODUCTION,HINDUISM,YES,A,33100,25,MARRIED,HAVE CHILDREN, -   ,5,Active
412710,F,26,O/L,MARRIED,HAVE CHILDREN,PAN,11,3,1,3,4,24150,INDIRECT,FINISHING,BUDDHISM,YES,C,25650,27,MARRIED,HAVE CHILDREN, -   ,6,Active
412714,F,23,O/L,MARRIED,HAVE CHILDREN,PAN,16,0,0,5,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,23,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),4,Inactive
412717,F,28,O/L,SINGLE,NO CHILDEREN,PAN,14,8,2,1,1,30400,DIRECT,PRODUCTION,HINDUISM,YES,A,32400,28,SINGLE,NO CHILDEREN, -   ,4,Active
412720,F,21,Secondary,MARRIED,NO CHILDEREN,PAN,15,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,21500,22,MARRIED,NO CHILDEREN, -   ,6,Active
412721,F,31,Secondary,MARRIED,HAVE CHILDREN,PAN,16,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,32,MARRIED,HAVE CHILDREN, -   ,5,Active
412725,F,19,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,5,5,20500,INDIRECT,FINISHING,HINDUISM,YES,D,20500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
412732,M,21,O/L,SINGLE,NO CHILDEREN,PAN,15,0,0,5,4,24000,INDIRECT,FINISHING,BUDDHISM,YES,C,25500,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),7,Inactive
412733,M,23,Secondary,SINGLE,NO CHILDEREN,PAN,16,2,1,3,5,20600,INDIRECT,FINISHING,HINDUISM,YES,D,20600,23,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),3,Inactive
412735,F,18,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,21500,19,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,4,Inactive
412736,M,18,O/L,SINGLE,NO CHILDEREN,PAN,20,0,0,4,5,20500,INDIRECT,WAREHOUSE,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),3,Inactive
412744,F,33,Secondary,MARRIED,HAVE CHILDREN,PAN,13,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,33,MARRIED,HAVE CHILDREN, -   ,1,Active
412747,F,29,O/L,MARRIED,HAVE CHILDREN,PAN,14,6,2,3,4,24300,DIRECT,PRODUCTION,BUDDHISM,YES,C,24800,29,MARRIED,HAVE CHILDREN,DUE TO PREGNANCY,3,Inactive
412752,F,36,O/L,MARRIED,HAVE CHILDREN,PAN,15,16,4,1,1,30800,DIRECT,PRODUCTION,BUDDHISM,YES,A,32800,36,MARRIED,HAVE CHILDREN, -   ,2,Active
412754,F,21,Secondary,MARRIED,NO CHILDEREN,PAN,14,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,21500,22,MARRIED,NO CHILDEREN,DISCIPLINARY ISSUE (AB),4,Inactive
412761,M,19,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,4,5,20500,INDIRECT,CUTTING,HINDUISM,YES,D,20500,19,SINGLE,NO CHILDEREN,REASON WASN`T REVEALED,3,Inactive
412763,F,38,Secondary,MARRIED,HAVE CHILDREN,PAN,16,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,21500,39,MARRIED,HAVE CHILDREN, -   ,5,Active
412769,M,21,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
412771,F,33,Secondary,MARRIED,HAVE CHILDREN,PAN,20,0,0,5,5,20500,INDIRECT,CUTTING,HINDUISM,YES,D,20500,33,MARRIED,HAVE CHILDREN, -   ,1,Active
412772,F,23,Secondary,MARRIED,HAVE CHILDREN,PAN,20,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,23,MARRIED,HAVE CHILDREN, -   ,2,Active
412775,M,21,Secondary,SINGLE,NO CHILDEREN,PAN,11,0,0,5,5,20500,INDIRECT,CUTTING,HINDUISM,YES,D,21500,22,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,3,Inactive
412777,M,18,O/L,SINGLE,NO CHILDEREN,PAN,16,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
412780,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,14,0,0,4,5,20500,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,HIGHER EDUCATION,2,Inactive
412782,F,22,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,22,SINGLE,NO CHILDEREN,HIGHER EDUCATION,1,Inactive
412787,F,18,Secondary,SINGLE,NO CHILDEREN,PAN,16,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,21500,19,MARRIED,NO CHILDEREN,DUE TO PREGNANCY,4,Inactive
412792,M,21,A/L,SINGLE,NO CHILDEREN,PAN,17,0,0,4,1,30000,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,31000,22,SINGLE,NO CHILDEREN, -   ,4,Active
412793,F,21,Secondary,MARRIED,NO CHILDEREN,PAN,15,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,C,22000,22,MARRIED,NO CHILDEREN, -   ,4,Active
412802,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,16,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,21500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
412807,F,19,Secondary,SINGLE,NO CHILDEREN,PAN,17,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,19,SINGLE,NO CHILDEREN,TO TAKE CARE OF FAMILY,1,Inactive
412812,F,21,A/L,SINGLE,NO CHILDEREN,PAN,11,0,0,2,1,30000,DIRECT,PRODUCTION,HINDUISM,YES,A,33000,22,SINGLE,NO CHILDEREN, -   ,4,Active
412816,M,22,Secondary,SINGLE,NO CHILDEREN,PAN,16,1,2,5,5,20550,INDIRECT,FINISHING,BUDDHISM,YES,D,21550,23,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
412817,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,14,0,0,5,5,20500,INDIRECT,FINISHING,BUDDHISM,YES,D,21500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),3,Inactive
412818,F,21,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,22,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,2,Inactive
412819,F,38,Secondary,MARRIED,HAVE CHILDREN,PAN,16,0,0,5,5,20500,INDIRECT,FINISHING,HINDUISM,YES,D,21500,39,MARRIED,HAVE CHILDREN, -   ,3,Active
412822,M,22,Secondary,SINGLE,NO CHILDEREN,PAN,17,1,2,5,5,20550,DIRECT,PRODUCTION,HINDUISM,YES,D,20550,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
412824,F,20,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,21500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
412826,M,18,Secondary,SINGLE,NO CHILDEREN,PAN,16,0,0,4,5,20500,INDIRECT,FINISHING,BUDDHISM,YES,D,21500,19,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,4,Inactive
412827,M,22,Secondary,SINGLE,NO CHILDEREN,PAN,17,1,2,5,5,20550,INDIRECT,FINISHING,CHRISTIANITY,YES,D,21550,23,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,4,Inactive
412835,M,22,O/L,SINGLE,NO CHILDEREN,PAN,20,1,1,3,3,26050,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,B,28050,23,SINGLE,NO CHILDEREN, -   ,3,Active
412845,F,17,Secondary,SINGLE,NO CHILDEREN,PAN,13,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,18,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
412865,M,20,O/L,SINGLE,NO CHILDEREN,PAN,14,0,0,4,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,C,26500,20,SINGLE,NO CHILDEREN, -   ,3,Active
412866,F,22,Secondary,SINGLE,NO CHILDEREN,PAN,15,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
412872,M,20,Secondary,SINGLE,NO CHILDEREN,PAN,11,0,0,5,5,20500,INDIRECT,CUTTING,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,2,Inactive
1712284,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,16,8,2,1,1,26400,DIRECT,PRODUCTION,BUDDHISM,YES,A,34400,32,MARRIED,HAVE CHILDREN, -   ,43,Active
1712332,F,36,O/L,MARRIED,HAVE CHILDREN,KGL,14,15,4,1,1,26750,DIRECT,PRODUCTION,BUDDHISM,YES,A+,36250,39,MARRIED,HAVE CHILDREN, -   ,42,Active
1712430,F,28,O/L,MARRIED,HAVE CHILDREN,KGL,15,7,2,1,1,26350,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,A+,35850,31,MARRIED,HAVE CHILDREN, -   ,39,Active
1712531,F,35,A/L,,HAVE CHILDREN,KGL,16,14,4,1,,,INDIRECT,FINISHING,BUDDHISM,YES,A+,,38,MARRIED,, -   ,38,Active
1712684,M,20,O/L,SINGLE,NO CHILDEREN,KGL,17,1,1,5,2,24550,INDIRECT,FINISHING,BUDDHISM,YES,A+,34050,23,SINGLE,NO CHILDEREN, -   ,37,Active
1712807,F,33,A/L,MARRIED,HAVE CHILDREN,KGL,15,12,3,1,1,26600,DIRECT,PRODUCTION,BUDDHISM,YES,A+,36100,36,MARRIED,HAVE CHILDREN, -   ,34,Active
1712850,F,20,A/L,SINGLE,NO CHILDEREN,KGL,16,2,1,4,3,22800,DIRECT,PRODUCTION,CHRISTIANITY,YES,A+,32300,23,SINGLE,NO CHILDEREN, -   ,33,Active
1712889,F,36,A/L,MARRIED,HAVE CHILDREN,,17,15,4,1,1,,INDIRECT,FINISHING,BUDDHISM,YES,,,39,MARRIED,HAVE CHILDREN, -   ,32,Active
1712897,F,24,O/L,SINGLE,NO CHILDEREN,KGL,20,4,1,1,1,26200,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A+,35700,27,SINGLE,NO CHILDEREN, -   ,32,Active
1712917,F,32,O/L,SINGLE,NO CHILDEREN,KGL,13,11,3,1,1,26550,,PRODUCTION,BUDDHISM,YES,A+,,35,SINGLE,NO CHILDEREN, -   ,32,Active
1712968,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,14,16,4,2,1,28700,DIRECT,PRODUCTION,BUDDHISM,YES,A,34700,39,MARRIED,HAVE CHILDREN, -   ,31,Active
1712976,F,34,O/L,MARRIED,HAVE CHILDREN,KGL,15,13,4,3,3,25400,DIRECT,PRODUCTION,BUDDHISM,YES,B,30400,36,MARRIED,HAVE CHILDREN, -   ,31,Active
1712996,F,27,O/L,MARRIED,HAVE CHILDREN,KGL,14,6,2,1,1,28300,DIRECT,PRODUCTION,HINDUISM,YES,A+,35800,29,MARRIED,HAVE CHILDREN, -   ,30,Active
1713015,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,15,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34000,20,SINGLE,NO CHILDEREN, -   ,30,Active
1713043,F,21,A/L,SINGLE,NO CHILDEREN,KGL,16,0,0,5,2,26500,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,A+,34000,23,SINGLE,NO CHILDEREN, -   ,30,Active
1713090,M,18,Secondary,SINGLE,NO CHILDEREN,KGL,17,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34000,20,SINGLE,NO CHILDEREN, -   ,29,Active
1713109,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,11,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34000,20,SINGLE,NO CHILDEREN, -   ,29,Active
1713122,F,34,O/L,MARRIED,HAVE CHILDREN,KGL,16,13,4,2,1,28550,INDIRECT,CUTTING,BUDDHISM,YES,A,34550,36,MARRIED,HAVE CHILDREN, -   ,29,Active
1713139,F,38,A/L,MARRIED,HAVE CHILDREN,KGL,14,17,5,4,2,27550,DIRECT,PRODUCTION,BUDDHISM,YES,A+,35050,40,MARRIED,HAVE CHILDREN, -   ,29,Active
1713164,F,28,A/L,MARRIED,HAVE CHILDREN,KGL,11,7,2,2,1,28250,DIRECT,PRODUCTION,BUDDHISM,YES,A,34250,30,MARRIED,HAVE CHILDREN, -   ,28,Active
1713200,M,21,A/L,SINGLE,NO CHILDEREN,KGL,16,3,1,4,3,24850,INDIRECT,WAREHOUSE,HINDUISM,YES,A+,32350,23,SINGLE,NO CHILDEREN, -   ,27,Active
1713231,F,23,A/L,MARRIED,HAVE CHILDREN,KGL,14,2,1,4,3,24800,DIRECT,PRODUCTION,BUDDHISM,YES,A+,32300,25,MARRIED,HAVE CHILDREN, -   ,27,Active
1713244,F,21,A/L,SINGLE,NO CHILDEREN,KGL,15,2,1,3,3,24850,DIRECT,PRODUCTION,BUDDHISM,YES,B,29850,23,SINGLE,NO CHILDEREN, -   ,27,Active
1713358,F,25,A/L,SINGLE,NO CHILDEREN,KGL,16,4,1,1,1,28200,INDIRECT,FINISHING,BUDDHISM,YES,A+,35700,27,SINGLE,NO CHILDEREN, -   ,26,Active
1713508,F,37,A/L,MARRIED,HAVE CHILDREN,KGL,17,16,4,3,3,25550,DIRECT,PRODUCTION,BUDDHISM,YES,B,30550,39,MARRIED,HAVE CHILDREN, -   ,25,Active
1713576,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,15,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34000,20,SINGLE,NO CHILDEREN, -   ,24,Active
1713595,F,34,O/L,MARRIED,HAVE CHILDREN,KGL,16,13,4,2,1,28550,DIRECT,PRODUCTION,BUDDHISM,YES,A,34550,36,MARRIED,HAVE CHILDREN, -   ,23,Active
1713618,M,23,O/L,SINGLE,NO CHILDEREN,KGL,17,5,2,1,1,28250,INDIRECT,FINISHING,BUDDHISM,YES,A+,35750,25,SINGLE,NO CHILDEREN, -   ,23,Active
1713619,M,19,O/L,SINGLE,NO CHILDEREN,KGL,20,0,0,5,2,26500,INDIRECT,FINISHING,BUDDHISM,YES,A+,34000,21,SINGLE,NO CHILDEREN, -   ,23,Active
1713640,M,33,O/L,MARRIED,HAVE CHILDREN,KGL,13,11,4,1,1,28550,INDIRECT,FINISHING,BUDDHISM,YES,A+,36050,35,MARRIED,HAVE CHILDREN, -   ,23,Active
1713641,F,25,O/L,MARRIED,HAVE CHILDREN,KGL,14,4,1,3,2,26950,DIRECT,PRODUCTION,BUDDHISM,YES,A,32950,27,MARRIED,HAVE CHILDREN, -   ,23,Active
1713650,M,18,O/L,SINGLE,NO CHILDEREN,KGL,15,0,0,5,4,22500,INDIRECT,WAREHOUSE,BUDDHISM,YES,C,27000,20,SINGLE,NO CHILDEREN, -   ,23,Active
1713666,F,19,O/L,SINGLE,NO CHILDEREN,KGL,14,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34000,21,SINGLE,NO CHILDEREN, -   ,22,Active
1713686,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,11,16,4,2,1,28700,DIRECT,PRODUCTION,BUDDHISM,YES,A,34700,39,MARRIED,HAVE CHILDREN, -   ,22,Active
1713734,F,25,Secondary,MARRIED,HAVE CHILDREN,KGL,16,4,1,5,4,22700,DIRECT,PRODUCTION,BUDDHISM,YES,C,27200,27,MARRIED,HAVE CHILDREN, -   ,22,Active
1713803,F,22,O/L,SINGLE,NO CHILDEREN,KGL,14,0,0,5,2,26500,DIRECT,PRODUCTION,BUDDHISM,YES,A,32500,24,SINGLE,NO CHILDEREN, -   ,21,Active
1713911,M,18,O/L,SINGLE,NO CHILDEREN,KGL,11,0,0,5,3,24500,INDIRECT,WAREHOUSE,CHRISTIANITY,YES,B,29500,20,SINGLE,NO CHILDEREN, -   ,19,Active
1714118,F,26,O/L,MARRIED,HAVE CHILDREN,KGL,16,5,2,3,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,B,28000,27,MARRIED,HAVE CHILDREN, -   ,14,Active
1714193,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,14,0,0,5,2,28000,DIRECT,PRODUCTION,BUDDHISM,YES,A+,32500,18,SINGLE,NO CHILDEREN, -   ,13,Active
1714241,F,20,A/L,SINGLE,NO CHILDEREN,KGL,15,0,0,5,2,28000,INDIRECT,FINISHING,BUDDHISM,YES,A+,32500,21,SINGLE,NO CHILDEREN, -   ,13,Active
1714262,F,38,O/L,MARRIED,HAVE CHILDREN,KGL,16,17,5,3,3,26600,DIRECT,PRODUCTION,BUDDHISM,YES,B,28600,39,MARRIED,HAVE CHILDREN, -   ,13,Active
